,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
17440,20071600260024,ASP,2020-07-03,RES,blank,1973/11,2.55,0,149,0,17114,blank,FR:305 SF / ,5739713,20071600260024,B,14.0,blank,blank,PINE TREE BLDG,松林大廈,blank,blank,HILLWOOD RD,山林道,25,27,KTST,KIL9700 / KIL9875,|PINE TREE BLDG松林大廈|Phase |Block ,山林道PINE TREE BLDG松林大廈|Phase|Block,山林道PINE TREE BLDG松林大廈|Phase|Block|14|B,尖沙咀,1973,47,PINE TREE BLDG松林大廈,25-27 HILLWOOD RD|山林道,25-27 HILLWOOD RD,25-27 山林道,"松林大廈,山林道","PINE TREE BLDG,HILLWOOD RD","PINE TREE BLDG,HILLWOOD RD|松林大廈,山林道",HILLWOOD RDblankPINE TREE BLDG松林大廈|Phaseblank|Blockblank|14|Bconsid2.55,14,中,低層,西北,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17382,20052700500058,ASP,2020-05-20,RES,blank,1970/11,4.55,0,390,0,11667,blank,blank,5712731,20052700500058,1,18.0,blank,blank,STAR MANS,恒星樓,blank,blank,MINDEN ROW,緬甸臺,3,blank,KTST,KIL9401,|STAR MANS恒星樓|Phase |Block ,緬甸臺STAR MANS恒星樓|Phase|Block,緬甸臺STAR MANS恒星樓|Phase|Block|18|1,尖沙咀,1970,50,STAR MANS恒星樓,3 MINDEN ROW|緬甸臺,3 MINDEN ROW,3 緬甸臺,"恒星樓,緬甸臺","STAR MANS,MINDEN ROW","STAR MANS,MINDEN ROW|恒星樓,緬甸臺",MINDEN ROWblankSTAR MANS恒星樓|Phaseblank|Blockblank|18|1consid4.55,18,中,中層,西,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16876,19041100560110,ASP,2019-03-25,RES,blank,1970/11,4.58,0,325,0,14092,blank,blank,5524181,19041100560110,4,9.0,blank,blank,STAR MANS,恒星樓,blank,blank,MINDEN ROW,緬甸臺,3,blank,KTST,KIL9401,|STAR MANS恒星樓|Phase |Block ,緬甸臺STAR MANS恒星樓|Phase|Block,緬甸臺STAR MANS恒星樓|Phase|Block|9|4,尖沙咀,1970,50,STAR MANS恒星樓,3 MINDEN ROW|緬甸臺,3 MINDEN ROW,3 緬甸臺,"恒星樓,緬甸臺","STAR MANS,MINDEN ROW","STAR MANS,MINDEN ROW|恒星樓,緬甸臺",MINDEN ROWblankSTAR MANS恒星樓|Phaseblank|Blockblank|9|4consid4.58,9,中,低層,東南,四正,良好,業主減價 上車筍盤 歡迎約睇
17052,19071500340037,ASP,2019-07-05,RES,blank,1979/02,4.6,408,297,11275,15488,blank,blank,5580984,19071500340037,C,12.0,blank,blank,HANG FOOK BLDG,恒福大廈,blank,blank,SHANGHAI ST,上海街,17,23,KTST,KIL1655sBRP /,|HANG FOOK BLDG恒福大廈|Phase |Block ,上海街HANG FOOK BLDG恒福大廈|Phase|Block,上海街HANG FOOK BLDG恒福大廈|Phase|Block|12|C,尖沙咀,1979,41,HANG FOOK BLDG恒福大廈,17-23 SHANGHAI ST|上海街,17-23 SHANGHAI ST,17-23 上海街,"恒福大廈,上海街","HANG FOOK BLDG,SHANGHAI ST","HANG FOOK BLDG,SHANGHAI ST|恒福大廈,上海街",SHANGHAI STblankHANG FOOK BLDG恒福大廈|Phaseblank|Blockblank|12|Cconsid4.6,12,低,高層,東南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
17249,19122300130201,ASP,2019-12-11,RES,blank,1985/06,4.6,464,342,9914,13450,blank,blank,5655596,19122300130201,A,2.0,blank,blank,KIMLEY BLDG,金利大廈,blank,blank,KIMBERLEY ST,金巴利街,3,blank,KTST,KIL8606 / KIL8859RP,|KIMLEY BLDG金利大廈|Phase |Block ,金巴利街KIMLEY BLDG金利大廈|Phase|Block,金巴利街KIMLEY BLDG金利大廈|Phase|Block|2|A,尖沙咀,1985,35,KIMLEY BLDG金利大廈,3 KIMBERLEY ST|金巴利街,3 KIMBERLEY ST,3 金巴利街,"金利大廈,金巴利街","KIMLEY BLDG,KIMBERLEY ST","KIMLEY BLDG,KIMBERLEY ST|金利大廈,金巴利街",KIMBERLEY STblankKIMLEY BLDG金利大廈|Phaseblank|Blockblank|2|Aconsid4.6,2,低,低層,東南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
16838,19032200840027,ASP,2019-03-12,RES,blank,1974/12,4.6,0,330,0,13939,blank,blank,5514003,19032200840027,C,6.0,blank,blank,HANG WAN BLDG,恒運大廈,blank,blank,GRANVILLE RD,加連威老道,42,44,KTST,KIL9530 / KIL9528,|HANG WAN BLDG恒運大廈|Phase |Block ,加連威老道HANG WAN BLDG恒運大廈|Phase|Block,加連威老道HANG WAN BLDG恒運大廈|Phase|Block|6|C,尖沙咀,1974,46,HANG WAN BLDG恒運大廈,42-44 GRANVILLE RD|加連威老道,42-44 GRANVILLE RD,42-44 加連威老道,"恒運大廈,加連威老道","HANG WAN BLDG,GRANVILLE RD","HANG WAN BLDG,GRANVILLE RD|恒運大廈,加連威老道",GRANVILLE RDblankHANG WAN BLDG恒運大廈|Phaseblank|Blockblank|6|Cconsid4.6,6,中,低層,西北,四正,有,單位實用四正 交通方便 配套完善
17362,20051202280017,ASP,2020-04-29,RES,blank,1980/05,4.6,474,361,9705,12742,blank,blank,5705433,20051202280017,A,18.0,blank,blank,WAH FAI MANS,華暉大廈,blank,blank,GRANVILLE RD,加連威老道,38,40,KTST,KIL9418 / KIL9417,|WAH FAI MANS華暉大廈|Phase |Block ,加連威老道WAH FAI MANS華暉大廈|Phase|Block,加連威老道WAH FAI MANS華暉大廈|Phase|Block|18|A,尖沙咀,1980,40,WAH FAI MANS華暉大廈,38-40 GRANVILLE RD|加連威老道,38-40 GRANVILLE RD,38-40 加連威老道,"華暉大廈,加連威老道","WAH FAI MANS,GRANVILLE RD","WAH FAI MANS,GRANVILLE RD|華暉大廈,加連威老道",GRANVILLE RDblankWAH FAI MANS華暉大廈|Phaseblank|Blockblank|18|Aconsid4.6,18,低,高層,北,呂字型,有,單位實用四正 交通方便 配套完善
17401,20060801320343,ASP,2020-05-28,RES,blank,1964/10,4.65,0,484,0,9607,blank,blank,5719283,20060801320343,H,10.0,blank,blank,WINDSOR MANS,溫莎大廈,blank,blank,CHATHAM RD S,漆咸道南,29,31,KTST,KIL8247RP (PORTION),|WINDSOR MANS溫莎大廈|Phase |Block ,漆咸道南WINDSOR MANS溫莎大廈|Phase|Block,漆咸道南WINDSOR MANS溫莎大廈|Phase|Block|10|H,尖沙咀,1964,56,WINDSOR MANS溫莎大廈,29-31 CHATHAM RD S|漆咸道南,29-31 CHATHAM RD S,29-31 漆咸道南,"溫莎大廈,漆咸道南","WINDSOR MANS,CHATHAM RD S","WINDSOR MANS,CHATHAM RD S|溫莎大廈,漆咸道南",CHATHAM RD SblankWINDSOR MANS溫莎大廈|Phaseblank|Blockblank|10|Hconsid4.65,10,高,高層,西南,四正,有,單位實用四正 交通方便 配套完善
17059,19071800590217,ASP,2019-07-11,RES,blank,1986/01,4.7,459,305,10240,15410,blank,blank,5583186,19071800590217,B,2.0,blank,blank,PILKEM COURT,利金閣,blank,blank,PILKEM ST,庇利金街,13,25,KTST,KIL8339RP / KIL8699RP /,|PILKEM COURT利金閣|Phase |Block ,庇利金街PILKEM COURT利金閣|Phase|Block,庇利金街PILKEM COURT利金閣|Phase|Block|2|B,尖沙咀,1986,34,PILKEM COURT利金閣,13-25 PILKEM ST|庇利金街,13-25 PILKEM ST,13-25 庇利金街,"利金閣,庇利金街","PILKEM COURT,PILKEM ST","PILKEM COURT,PILKEM ST|利金閣,庇利金街",PILKEM STblankPILKEM COURT利金閣|Phaseblank|Blockblank|2|Bconsid4.7,2,低,低層,北,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17140,19091000910011,ASP,2019-09-06,RES,blank,1979/02,4.7,408,298,11520,15772,blank,blank,5609877,19091000910011,A,10.0,blank,blank,HANG FOOK BLDG,恒福大廈,blank,blank,SHANGHAI ST,上海街,17,23,KTST,KIL1655sBRP /,|HANG FOOK BLDG恒福大廈|Phase |Block ,上海街HANG FOOK BLDG恒福大廈|Phase|Block,上海街HANG FOOK BLDG恒福大廈|Phase|Block|10|A,尖沙咀,1979,41,HANG FOOK BLDG恒福大廈,17-23 SHANGHAI ST|上海街,17-23 SHANGHAI ST,17-23 上海街,"恒福大廈,上海街","HANG FOOK BLDG,SHANGHAI ST","HANG FOOK BLDG,SHANGHAI ST|恒福大廈,上海街",SHANGHAI STblankHANG FOOK BLDG恒福大廈|Phaseblank|Blockblank|10|Aconsid4.7,10,低,高層,西,四正,有,單位實用四正 交通方便 配套完善
17116,19082702040010,ASP,2019-07-29,RES,blank,1970/11,4.7,0,390,0,12051,blank,blank,5604692,19082702040010,1,10.0,blank,blank,STAR MANS,恒星樓,blank,blank,MINDEN ROW,緬甸臺,3,blank,KTST,KIL9401,|STAR MANS恒星樓|Phase |Block ,緬甸臺STAR MANS恒星樓|Phase|Block,緬甸臺STAR MANS恒星樓|Phase|Block|10|1,尖沙咀,1970,50,STAR MANS恒星樓,3 MINDEN ROW|緬甸臺,3 MINDEN ROW,3 緬甸臺,"恒星樓,緬甸臺","STAR MANS,MINDEN ROW","STAR MANS,MINDEN ROW|恒星樓,緬甸臺",MINDEN ROWblankSTAR MANS恒星樓|Phaseblank|Blockblank|10|1consid4.7,10,中,高層,南,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17144,19091701600024,ASP,2019-09-06,RES,blank,1985/01,4.72,445,333,10607,14174,blank,blank,5612660,19091701600024,A,9.0,blank,blank,LUXURY COURT,豪華閣,blank,blank,HAU FOOK ST,厚福街,9,blank,KTST,KIL8510 / KIL8102/KIL7910,|LUXURY COURT豪華閣|Phase |Block ,厚福街LUXURY COURT豪華閣|Phase|Block,厚福街LUXURY COURT豪華閣|Phase|Block|9|A,尖沙咀,1985,35,LUXURY COURT豪華閣,9 HAU FOOK ST|厚福街,9 HAU FOOK ST,9 厚福街,"豪華閣,厚福街","LUXURY COURT,HAU FOOK ST","LUXURY COURT,HAU FOOK ST|豪華閣,厚福街",HAU FOOK STblankLUXURY COURT豪華閣|Phaseblank|Blockblank|9|Aconsid4.72,9,低,高層,西南,沒資料,基本,單位實用四正 交通方便 配套完善
17404,20061000710196,ASP,2020-06-04,RES,blank,1976/05,4.78,0,352,0,13580,blank,blank,5720629,20061000710196,B,7.0,blank,blank,GOLDEN HSE,金屋大廈,blank,blank,AUSTIN AVE,柯士甸路,1,1A,KTST,KIL9845,|GOLDEN HSE金屋大廈|Phase |Block ,柯士甸路GOLDEN HSE金屋大廈|Phase|Block,柯士甸路GOLDEN HSE金屋大廈|Phase|Block|7|B,尖沙咀,1976,44,GOLDEN HSE金屋大廈,1-1A AUSTIN AVE|柯士甸路,1-1A AUSTIN AVE,1-1A 柯士甸路,"金屋大廈,柯士甸路","GOLDEN HSE,AUSTIN AVE","GOLDEN HSE,AUSTIN AVE|金屋大廈,柯士甸路",AUSTIN AVEblankGOLDEN HSE金屋大廈|Phaseblank|Blockblank|7|Bconsid4.78,7,近乎零,高層,西北,呂字型,基本,單位實用四正 交通方便 配套完善
16825,19030500440012,ASP,2019-02-25,RES,blank,1967/09,4.78,0,374,0,12781,blank,blank,5506397,19030500440012,C,6.0,blank,blank,SOUTH EAST MANS,東南大樓,blank,blank,KIMBERLEY RD,金巴利道,77,blank,KTST,KIL7607 / KIL8689,|SOUTH EAST MANS東南大樓|Phase |Block ,金巴利道SOUTH EAST MANS東南大樓|Phase|Block,金巴利道SOUTH EAST MANS東南大樓|Phase|Block|6|C,尖沙咀,1967,53,SOUTH EAST MANS東南大樓,77 KIMBERLEY RD|金巴利道,77 KIMBERLEY RD,77 金巴利道,"東南大樓,金巴利道","SOUTH EAST MANS,KIMBERLEY RD","SOUTH EAST MANS,KIMBERLEY RD|東南大樓,金巴利道",KIMBERLEY RDblankSOUTH EAST MANS東南大樓|Phaseblank|Blockblank|6|Cconsid4.78,6,中,中層,南,四正,有,業主減價 上車筍盤 歡迎約睇
17297,20021900690044,ASP,2020-02-10,RES,blank,1959/07,4.8,0,665,0,7218,blank,blank,5676360,20021900690044,B2,4.0,blank,blank,MIRADOR MANS,美麗都大廈,blank,blank,NATHAN RD,彌敦道,58,blank,KTST,KIL7275,|MIRADOR MANS美麗都大廈|Phase |Block ,彌敦道MIRADOR MANS美麗都大廈|Phase|Block,彌敦道MIRADOR MANS美麗都大廈|Phase|Block|4|B2,尖沙咀,1959,61,MIRADOR MANS美麗都大廈,58 NATHAN RD|彌敦道,58 NATHAN RD,58 彌敦道,"美麗都大廈,彌敦道","MIRADOR MANS,NATHAN RD","MIRADOR MANS,NATHAN RD|美麗都大廈,彌敦道",NATHAN RDblankMIRADOR MANS美麗都大廈|Phaseblank|Blockblank|4|B2consid4.8,4,高,中層,東北,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16794,19012801490130,ASP,2019-01-09,RES,blank,1986/01,4.8,487,316,9856,15190,blank,BW:26 SF (GI/NE) / ,5490872,19012801490130,A,13.0,blank,blank,PILKEM COURT,利金閣,blank,blank,PILKEM ST,庇利金街,13,25,KTST,KIL8339RP / KIL8699RP /,|PILKEM COURT利金閣|Phase |Block ,庇利金街PILKEM COURT利金閣|Phase|Block,庇利金街PILKEM COURT利金閣|Phase|Block|13|A,尖沙咀,1986,34,PILKEM COURT利金閣,13-25 PILKEM ST|庇利金街,13-25 PILKEM ST,13-25 庇利金街,"利金閣,庇利金街","PILKEM COURT,PILKEM ST","PILKEM COURT,PILKEM ST|利金閣,庇利金街",PILKEM STblankPILKEM COURT利金閣|Phaseblank|Blockblank|13|Aconsid4.8,13,低,高層,東南,沒資料,基本,單位實用四正 交通方便 配套完善
17391,20060300230035,ASP,2020-05-27,RES,blank,1981/10,4.8,456,332,10526,14458,blank,blank,5716450,20060300230035,C,9.0,blank,blank,HILMANWAY MANS,喜滿懷大廈,blank,blank,KWUN CHUNG ST,官涌街,24,30,KTST,NKIL3248RP / KIL3247RP /,|HILMANWAY MANS喜滿懷大廈|Phase |Block ,官涌街HILMANWAY MANS喜滿懷大廈|Phase|Block,官涌街HILMANWAY MANS喜滿懷大廈|Phase|Block|9|C,尖沙咀,1981,39,HILMANWAY MANS喜滿懷大廈,24-30 KWUN CHUNG ST|官涌街,24-30 KWUN CHUNG ST,24-30 官涌街,"喜滿懷大廈,官涌街","HILMANWAY MANS,KWUN CHUNG ST","HILMANWAY MANS,KWUN CHUNG ST|喜滿懷大廈,官涌街",KWUN CHUNG STblankHILMANWAY MANS喜滿懷大廈|Phaseblank|Blockblank|9|Cconsid4.8,9,低,中層,北,沒資料,良好,單位實用四正 交通方便 配套完善
17331,20033100750156,ASP,2020-03-20,RES,blank,1991/09,4.838,439,301,11020,16073,blank,BW:9 SF (GI/NE) / ,5690462,20033100750156,A,6.0,blank,blank,FOOK YUEN MANS,福苑,blank,blank,SHANGHAI ST,上海街,50,54,KTST,KIL1505sARP / KIL1505RP /,|FOOK YUEN MANS福苑|Phase |Block ,上海街FOOK YUEN MANS福苑|Phase|Block,上海街FOOK YUEN MANS福苑|Phase|Block|6|A,尖沙咀,1991,29,FOOK YUEN MANS福苑,50-54 SHANGHAI ST|上海街,50-54 SHANGHAI ST,50-54 上海街,"福苑,上海街","FOOK YUEN MANS,SHANGHAI ST","FOOK YUEN MANS,SHANGHAI ST|福苑,上海街",SHANGHAI STblankFOOK YUEN MANS福苑|Phaseblank|Blockblank|6|Aconsid4.838,6,低,低層,西南,沒資料,有,業主減價 上車筍盤 歡迎約睇
17315,20031800280024,ASP,2020-03-05,RES,blank,1991/09,4.88,439,301,11116,16213,blank,BW:9 SF (GI/NE) / ,5685386,20031800280024,A,12.0,blank,blank,FOOK YUEN MANS,福苑,blank,blank,SHANGHAI ST,上海街,50,54,KTST,KIL1505sARP / KIL1505RP /,|FOOK YUEN MANS福苑|Phase |Block ,上海街FOOK YUEN MANS福苑|Phase|Block,上海街FOOK YUEN MANS福苑|Phase|Block|12|A,尖沙咀,1991,29,FOOK YUEN MANS福苑,50-54 SHANGHAI ST|上海街,50-54 SHANGHAI ST,50-54 上海街,"福苑,上海街","FOOK YUEN MANS,SHANGHAI ST","FOOK YUEN MANS,SHANGHAI ST|福苑,上海街",SHANGHAI STblankFOOK YUEN MANS福苑|Phaseblank|Blockblank|12|Aconsid4.88,12,低,低層,東北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17384,20052701150012,ASP,2020-05-15,RES,blank,1986/11,4.88,447,336,10917,14524,blank,BW:7 SF (GU/NU) / ,5712928,20052701150012,C,16.0,blank,blank,PASSKON COURT,金柏閣,blank,blank,KIMBERLEY RD,金巴利道,79,81,KTST,KIL6018sARP /KIL6018sAss2,|PASSKON COURT金柏閣|Phase |Block ,金巴利道PASSKON COURT金柏閣|Phase|Block,金巴利道PASSKON COURT金柏閣|Phase|Block|16|C,尖沙咀,1986,34,PASSKON COURT金柏閣,79-81 KIMBERLEY RD|金巴利道,79-81 KIMBERLEY RD,79-81 金巴利道,"金柏閣,金巴利道","PASSKON COURT,KIMBERLEY RD","PASSKON COURT,KIMBERLEY RD|金柏閣,金巴利道",KIMBERLEY RDblankPASSKON COURT金柏閣|Phaseblank|Blockblank|16|Cconsid4.88,16,低,低層,東北,沒資料,有,業主減價 上車筍盤 歡迎約睇
16950,19051501190033,ASP,2019-04-30,RES,blank,1985/10,4.88,411,272,11873,17941,blank,BW:35 SF (GI/NE) / ,5543695,19051501190033,D,11.0,blank,blank,SHUN FAI BLDG,順輝大廈,blank,blank,KIMBERLEY RD,金巴利道,64,66A,KTST,KIL10528RP / KIL10530RP,|SHUN FAI BLDG順輝大廈|Phase |Block ,金巴利道SHUN FAI BLDG順輝大廈|Phase|Block,金巴利道SHUN FAI BLDG順輝大廈|Phase|Block|11|D,尖沙咀,1985,35,SHUN FAI BLDG順輝大廈,64-66A KIMBERLEY RD|金巴利道,64-66A KIMBERLEY RD,64-66A 金巴利道,"順輝大廈,金巴利道","SHUN FAI BLDG,KIMBERLEY RD","SHUN FAI BLDG,KIMBERLEY RD|順輝大廈,金巴利道",KIMBERLEY RDblankSHUN FAI BLDG順輝大廈|Phaseblank|Blockblank|11|Dconsid4.88,11,低,中層,南,四正,良好,業主減價 上車筍盤 歡迎約睇
17408,20061101970057,ASP,2020-05-25,RES,blank,1976/12,4.88,444,328,10991,14878,blank,blank,5721670,20061101970057,A,15.0,blank,blank,KAM PO BLDG,金寶樓,blank,blank,PARKES ST,白加士街,42,50,KTST,KIL1592RP / KIL1591RP /,|KAM PO BLDG金寶樓|Phase |Block ,白加士街KAM PO BLDG金寶樓|Phase|Block,白加士街KAM PO BLDG金寶樓|Phase|Block|15|A,尖沙咀,1976,44,KAM PO BLDG金寶樓,42-50 PARKES ST|白加士街,42-50 PARKES ST,42-50 白加士街,"金寶樓,白加士街","KAM PO BLDG,PARKES ST","KAM PO BLDG,PARKES ST|金寶樓,白加士街",PARKES STblankKAM PO BLDG金寶樓|Phaseblank|Blockblank|15|Aconsid4.88,15,近乎零,低層,西北,沒資料,基本,單位實用四正 交通方便 配套完善
17348,20042000810013,ASP,2020-04-09,RES,blank,1991/09,4.88,439,301,11116,16213,blank,BW:9 SF (GI/NE) / ,5697770,20042000810013,B,11.0,blank,blank,FOOK YUEN MANS,福苑,blank,blank,SHANGHAI ST,上海街,50,54,KTST,KIL1505sARP / KIL1505RP /,|FOOK YUEN MANS福苑|Phase |Block ,上海街FOOK YUEN MANS福苑|Phase|Block,上海街FOOK YUEN MANS福苑|Phase|Block|11|B,尖沙咀,1991,29,FOOK YUEN MANS福苑,50-54 SHANGHAI ST|上海街,50-54 SHANGHAI ST,50-54 上海街,"福苑,上海街","FOOK YUEN MANS,SHANGHAI ST","FOOK YUEN MANS,SHANGHAI ST|福苑,上海街",SHANGHAI STblankFOOK YUEN MANS福苑|Phaseblank|Blockblank|11|Bconsid4.88,11,低,高層,東南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
16795,19012801840054,ASP,2019-01-21,RES,blank,1981/10,4.9,430,270,11395,18148,blank,blank,5490974,19012801840054,A,15.0,blank,blank,HILMANWAY MANS,喜滿懷大廈,blank,blank,KWUN CHUNG ST,官涌街,24,30,KTST,NKIL3248RP / KIL3247RP /,|HILMANWAY MANS喜滿懷大廈|Phase |Block ,官涌街HILMANWAY MANS喜滿懷大廈|Phase|Block,官涌街HILMANWAY MANS喜滿懷大廈|Phase|Block|15|A,尖沙咀,1981,39,HILMANWAY MANS喜滿懷大廈,24-30 KWUN CHUNG ST|官涌街,24-30 KWUN CHUNG ST,24-30 官涌街,"喜滿懷大廈,官涌街","HILMANWAY MANS,KWUN CHUNG ST","HILMANWAY MANS,KWUN CHUNG ST|喜滿懷大廈,官涌街",KWUN CHUNG STblankHILMANWAY MANS喜滿懷大廈|Phaseblank|Blockblank|15|Aconsid4.9,15,低,低層,西南,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17274,20012001560211,ASP,2020-01-08,RES,blank,1961/04,4.9,0,490,0,10000,blank,blank,5664877,20012001560211,B4,5.0,blank,blank,TSIMSHATSUI MANS,華源大廈,blank,blank,NATHAN RD,彌敦道,83,97,KTST,KIL6520sC / KIL6520RP /,|TSIMSHATSUI MANS華源大廈|Phase |Block ,彌敦道TSIMSHATSUI MANS華源大廈|Phase|Block,彌敦道TSIMSHATSUI MANS華源大廈|Phase|Block|5|B4,尖沙咀,1961,59,TSIMSHATSUI MANS華源大廈,83-97 NATHAN RD|彌敦道,83-97 NATHAN RD,83-97 彌敦道,"華源大廈,彌敦道","TSIMSHATSUI MANS,NATHAN RD","TSIMSHATSUI MANS,NATHAN RD|華源大廈,彌敦道",NATHAN RDblankTSIMSHATSUI MANS華源大廈|Phaseblank|Blockblank|5|B4consid4.9,5,高,低層,東,沒資料,良好,單位實用四正 交通方便 配套完善
17211,19112702120033,ASP,2019-10-31,RES,blank,1977/10,4.9017,0,370,0,13248,blank,blank,5646180,19112702120033,A,9.0,blank,blank,TIN MAN COURT,天文閣,blank,blank,KIMBERLEY ST,金巴利街,2A,blank,KTST,KIL9745,|TIN MAN COURT天文閣|Phase |Block ,金巴利街TIN MAN COURT天文閣|Phase|Block,金巴利街TIN MAN COURT天文閣|Phase|Block|9|A,尖沙咀,1977,43,TIN MAN COURT天文閣,2A KIMBERLEY ST|金巴利街,2A KIMBERLEY ST,2A 金巴利街,"天文閣,金巴利街","TIN MAN COURT,KIMBERLEY ST","TIN MAN COURT,KIMBERLEY ST|天文閣,金巴利街",KIMBERLEY STblankTIN MAN COURT天文閣|Phaseblank|Blockblank|9|Aconsid4.9017,9,低,中層,東南,四正,基本,單位實用四正 交通方便 配套完善
16923,19050200410050,ASP,2019-04-15,RES,blank,2007/01,4.93,365,252,13507,19563,blank,BW:6 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5535178,19050200410050,C,11.0,blank,blank,CITY 18,德成軒,blank,blank,TAK HING ST,德興街,18,blank,KTST,KIL10535RP,|CITY 18德成軒|Phase |Block ,德興街CITY 18德成軒|Phase|Block,德興街CITY 18德成軒|Phase|Block|11|C,尖沙咀,2007,13,CITY 18德成軒,18 TAK HING ST|德興街,18 TAK HING ST,18 德興街,"德成軒,德興街","CITY 18,TAK HING ST","CITY 18,TAK HING ST|德成軒,德興街",TAK HING STblankCITY 18德成軒|Phaseblank|Blockblank|11|Cconsid4.93,11,很低,低層,東,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16874,19041100330051,ASP,2019-03-28,RES,blank,1991/09,4.93,439,301,11230,16379,blank,BW:9 SF (GI/NE) / ,5524055,19041100330051,B,8.0,blank,blank,FOOK YUEN MANS,福苑,blank,blank,SHANGHAI ST,上海街,50,54,KTST,KIL1505sARP / KIL1505RP /,|FOOK YUEN MANS福苑|Phase |Block ,上海街FOOK YUEN MANS福苑|Phase|Block,上海街FOOK YUEN MANS福苑|Phase|Block|8|B,尖沙咀,1991,29,FOOK YUEN MANS福苑,50-54 SHANGHAI ST|上海街,50-54 SHANGHAI ST,50-54 上海街,"福苑,上海街","FOOK YUEN MANS,SHANGHAI ST","FOOK YUEN MANS,SHANGHAI ST|福苑,上海街",SHANGHAI STblankFOOK YUEN MANS福苑|Phaseblank|Blockblank|8|Bconsid4.93,8,低,低層,東,四正,有,業主減價 上車筍盤 歡迎約睇
16866,19040800470243,ASP,2019-03-25,RES,blank,1962/01,4.95,0,505,0,9802,blank,blank,5521802,19040800470243,C,1.0,blank,blank,SOUTH SEA APT,南海大廈,blank,blank,CHATHAM RD S,漆咸道南,81,blank,KTST,KIL10512,|SOUTH SEA APT南海大廈|Phase |Block ,漆咸道南SOUTH SEA APT南海大廈|Phase|Block,漆咸道南SOUTH SEA APT南海大廈|Phase|Block|1|C,尖沙咀,1962,58,SOUTH SEA APT南海大廈,81 CHATHAM RD S|漆咸道南,81 CHATHAM RD S,81 漆咸道南,"南海大廈,漆咸道南","SOUTH SEA APT,CHATHAM RD S","SOUTH SEA APT,CHATHAM RD S|南海大廈,漆咸道南",CHATHAM RD SblankSOUTH SEA APT南海大廈|Phaseblank|Blockblank|1|Cconsid4.95,1,高,低層,東,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16847,19032602210025,ASP,2019-03-15,RES,blank,1965/12,4.95,0,445,0,11124,blank,blank,5515914,19032602210025,C,7.0,blank,blank,HARILELA MANS,喜利大廈,blank,blank,NATHAN RD,彌敦道,81,blank,KTST,KIL7534 / KIL7538,|HARILELA MANS喜利大廈|Phase |Block ,彌敦道HARILELA MANS喜利大廈|Phase|Block,彌敦道HARILELA MANS喜利大廈|Phase|Block|7|C,尖沙咀,1965,55,HARILELA MANS喜利大廈,81 NATHAN RD|彌敦道,81 NATHAN RD,81 彌敦道,"喜利大廈,彌敦道","HARILELA MANS,NATHAN RD","HARILELA MANS,NATHAN RD|喜利大廈,彌敦道",NATHAN RDblankHARILELA MANS喜利大廈|Phaseblank|Blockblank|7|Cconsid4.95,7,近乎零,低層,西,沒資料,良好,業主減價 上車筍盤 歡迎約睇
17007,19061802470059,ASP,2019-06-05,RES,blank,1980/11,4.97,412,304,12063,16349,blank,blank,5567244,19061802470059,C,5.0,blank,blank,WING FU MANS,永富大廈,blank,blank,PARKES ST,白加士街,10,24,KTST,KIL8583RP / KIL8619RP /,|WING FU MANS永富大廈|Phase |Block ,白加士街WING FU MANS永富大廈|Phase|Block,白加士街WING FU MANS永富大廈|Phase|Block|5|C,尖沙咀,1980,40,WING FU MANS永富大廈,10-24 PARKES ST|白加士街,10-24 PARKES ST,10-24 白加士街,"永富大廈,白加士街","WING FU MANS,PARKES ST","WING FU MANS,PARKES ST|永富大廈,白加士街",PARKES STblankWING FU MANS永富大廈|Phaseblank|Blockblank|5|Cconsid4.97,5,低,中層,南,沒資料,有,單位實用四正 交通方便 配套完善
